"fips","location","population","density"
"54017","Doddridge County, West Virginia",8448,26.422882775
"54025","Greenbrier County, West Virginia",34662,33.988583529
"54031","Hardy County, West Virginia",13776,23.657252066
"54049","Marion County, West Virginia",56072,181.60788067
"54057","Mineral County, West Virginia",26868,81.947764823
"54059","Mingo County, West Virginia",23424,55.35760939
"54029","Hancock County, West Virginia",28810,348.75006828
"54041","Lewis County, West Virginia",15907,41.110906441
"54051","Marshall County, West Virginia",30531,99.960274273
"54067","Nicholas County, West Virginia",24496,37.869888577
"54075","Pocahontas County, West Virginia",8247,8.7711776211
"54093","Tucker County, West Virginia",6839,16.320465234
"54095","Tyler County, West Virginia",8591,33.519079787
"28089","Madison County, Mississippi",106272,148.73165309
"28013","Calhoun County, Mississippi",14361,24.482865997
"28091","Marion County, Mississippi",24573,45.305490493
"28141","Tishomingo County, Mississippi",19383,45.682011867
"28153","Wayne County, Mississippi",20183,24.895267243
"28041","Greene County, Mississippi",13586,19.061698139
"28093","Marshall County, Mississippi",35294,49.978391123
"28119","Quitman County, Mississippi",6792,16.769884482
"28109","Pearl River County, Mississippi",55535,68.45154097
"28079","Leake County, Mississippi",22786,39.090929753
"28103","Noxubee County, Mississippi",10417,14.985073815
"28099","Neshoba County, Mississippi",29118,51.072172722
"28121","Rankin County, Mississippi",155271,200.22178346
"28137","Tate County, Mississippi",28321,69.96925998
"28151","Washington County, Mississippi",43909,60.510539926
"28077","Lawrence County, Mississippi",12586,29.228846945
"28107","Panola County, Mississippi",34192,49.902573387
"28111","Perry County, Mississippi",11973,18.499476747
"28161","Yalobusha County, Mississippi",12108,25.918831808
"28017","Chickasaw County, Mississippi",17103,34.084547719
"28015","Carroll County, Mississippi",9947,15.831861263
"28029","Copiah County, Mississippi",28065,36.106448403
"28039","George County, Mississippi",24500,51.18070712
"28043","Grenada County, Mississippi",20758,49.175348365
"28049","Hinds County, Mississippi",231840,266.53483115
"28063","Jefferson County, Mississippi",6990,13.444036679
"28101","Newton County, Mississippi",21018,36.372465058
"28145","Union County, Mississippi",28815,69.332278998
"28117","Prentiss County, Mississippi",25126,60.546741636
"28125","Sharkey County, Mississippi",4321,10.008801405
"28139","Tippah County, Mississippi",22015,48.086327833
"28019","Choctaw County, Mississippi",8210,19.63194311
"28035","Forrest County, Mississippi",74897,160.7087323
"28045","Hancock County, Mississippi",47632,100.49706734
"28057","Itawamba County, Mississippi",23390,43.900550469
"28071","Lafayette County, Mississippi",54019,85.514469568
"28055","Issaquena County, Mississippi",1327,3.2127211451
"28059","Jackson County, Mississippi",143617,198.69615004
"28087","Lowndes County, Mississippi",58595,115.9279
"28083","Leflore County, Mississippi",28183,47.440181907
"28143","Tunica County, Mississippi",9632,21.1842105
"28157","Wilkinson County, Mississippi",8630,12.726618613
"28021","Claiborne County, Mississippi",8988,18.440123367
"28047","Harrison County, Mississippi",208080,362.73502365
"28065","Jefferson Davis County, Mississippi",11128,27.244699908
"28075","Lauderdale County, Mississippi",74125,105.33991289
"28085","Lincoln County, Mississippi",34153,58.260962685
"28123","Scott County, Mississippi",28124,46.163081769
"28127","Simpson County, Mississippi",26658,45.247071086
"28159","Winston County, Mississippi",17955,29.567667395
"28163","Yazoo County, Mississippi",29690,32.189892424
"28007","Attala County, Mississippi",18174,24.727984045
"28011","Bolivar County, Mississippi",30628,34.937106621
"28073","Lamar County, Mississippi",63343,127.53420101
"28081","Lee County, Mississippi",85436,189.87249178
"28113","Pike County, Mississippi",39288,96.054561794
"28135","Tallahatchie County, Mississippi",13809,21.401899377
"28129","Smith County, Mississippi",15916,25.01462249
"28131","Stone County, Mississippi",18336,41.15965934
"28149","Warren County, Mississippi",45381,77.109021141
"28023","Clarke County, Mississippi",15541,22.471815104
"28069","Kemper County, Mississippi",9742,12.714988419
"28097","Montgomery County, Mississippi",9775,24.018344857
"28105","Oktibbeha County, Mississippi",49587,108.21201709
"28133","Sunflower County, Mississippi",25110,35.986645721
"28155","Webster County, Mississippi",9689,23.006334151
"28003","Alcorn County, Mississippi",36953,92.372228
"28001","Adams County, Mississippi",30693,66.385698464
"28025","Clay County, Mississippi",19316,47.104613236
"28033","DeSoto County, Mississippi",184945,388.28481855
"28031","Covington County, Mississippi",18636,45.034236115
"28053","Humphreys County, Mississippi",8064,19.268154104
"42045","Delaware County, Pennsylvania",566747,3083.2498462
"42043","Dauphin County, Pennsylvania",278299,530.20538373
"50025","Windham County, Vermont",42222,53.751162248
"50003","Bennington County, Vermont",35470,52.548430542
"50001","Addison County, Vermont",36777,47.991200971
"50009","Essex County, Vermont",6163,9.2872322452
"50023","Washington County, Vermont",58409,85.015103457
"49027","Millard County, Utah",13188,1.9435561113
"49045","Tooele County, Utah",72259,10.409040896
"49053","Washington County, Utah",177556,73.145411344
"49025","Kane County, Utah",7886,1.9764677901
"49043","Summit County, Utah",42145,22.530456613
"49019","Grand County, Utah",9754,2.6557803164
"49031","Piute County, Utah",1479,1.9500600175
"49033","Rich County, Utah",2483,2.4133815766
"49051","Wasatch County, Utah",34091,28.963952129
"49001","Beaver County, Utah",6710,2.5978544162
"49003","Box Elder County, Utah",56046,9.754606799
"49021","Iron County, Utah",54839,16.63634295
"49039","Sanpete County, Utah",30939,19.459338557
"49041","Sevier County, Utah",21620,11.316802821
"49049","Utah County, Utah",636235,317.47180642
"49057","Weber County, Utah",260213,451.5456437
"49013","Duchesne County, Utah",19938,6.1625590916
"49037","San Juan County, Utah",15308,1.9575843226
"49035","Salt Lake County, Utah",1160437,1563.7909353
"49047","Uintah County, Utah",35734,7.9720978547
"49009","Daggett County, Utah",950,1.3630111895
"49011","Davis County, Utah",355481,1188.6425946
"49055","Wayne County, Utah",2711,1.1015759028
"49007","Carbon County, Utah",20463,13.83398268
"49015","Emery County, Utah",10012,2.2436977594
"49029","Morgan County, Utah",12124,19.902535509
"49005","Cache County, Utah",128289,110.14476045
"49017","Garfield County, Utah",5051,0.9760106343
"49023","Juab County, Utah",12017,3.5430830948
"51093","Isle of Wight County, Virginia",37109,117.55260414
"51095","James City County, Virginia",76523,537.51192904
"51167","Russell County, Virginia",26586,56.145042895
"51620","Franklin city, Virginia",7967,962.50702174
"51173","Smyth County, Virginia",30104,66.697624633
"51540","Charlottesville city, Virginia",47266,4613.7166166
"51678","Lexington city, Virginia",7446,2979.3064496
"51031","Campbell County, Virginia",54885,109.07035122
"51087","Henrico County, Virginia",330818,1415.7121477
"50005","Caledonia County, Vermont",29993,46.212791143
"51089","Henry County, Virginia",50557,132.22665565
"51099","King George County, Virginia",26836,149.39775014
"51101","King William County, Virginia",17148,62.600480979
"51103","Lancaster County, Virginia",10603,79.543888345
"51105","Lee County, Virginia",23423,53.799294298
"51109","Louisa County, Virginia",37591,75.768093728
"51115","Mathews County, Virginia",8834,102.82827026
"51119","Middlesex County, Virginia",10582,81.193649014
"51147","Prince Edward County, Virginia",22802,65.155746788
"51149","Prince George County, Virginia",38353,144.54183668
"51159","Richmond County, Virginia",9023,47.122935316
"51165","Rockingham County, Virginia",81948,96.433336892
"51169","Scott County, Virginia",21566,40.248041999
"51177","Spotsylvania County, Virginia",136215,339.26237221
"51181","Surry County, Virginia",6422,23.022091656
"51011","Appomattox County, Virginia",15911,47.606548078
"51043","Clarke County, Virginia",14619,83.094170867
"51067","Franklin County, Virginia",56042,81.14712084
"51097","King and Queen County, Virginia",7025,22.290055024
"51117","Mecklenburg County, Virginia",30587,48.914969459
"51121","Montgomery County, Virginia",98535,254.71501409
"51127","New Kent County, Virginia",23091,109.93842635
"51015","Augusta County, Virginia",75558,78.13057894
"51049","Cumberland County, Virginia",9932,33.384680579
"51051","Dickenson County, Virginia",14318,43.328718768
"51075","Goochland County, Virginia",23753,84.641503328
"51083","Halifax County, Virginia",33911,41.469634322
"51107","Loudoun County, Virginia",413538,801.79464032
"51113","Madison County, Virginia",13261,41.358210649
"51153","Prince William County, Virginia",470335,1400.8710868
"51161","Roanoke County, Virginia",94186,375.92578025
"51175","Southampton County, Virginia",17631,29.424441602
"51091","Highland County, Virginia",2190,5.2750379552
"51025","Brunswick County, Virginia",16231,28.664847282
"51033","Caroline County, Virginia",30725,58.234332607
"51073","Gloucester County, Virginia",37348,171.47072076
"51131","Northampton County, Virginia",11710,55.309166175
"51141","Patrick County, Virginia",17608,36.45892739
"51145","Powhatan County, Virginia",29652,113.95633117
"51163","Rockbridge County, Virginia",22573,37.839714209
"51171","Shenandoah County, Virginia",43616,85.846098474
"51061","Fauquier County, Virginia",71222,109.90946311
"51720","Norton city, Virginia",3981,532.41154939
"51790","Staunton city, Virginia",24932,1251.5759071
"42055","Franklin County, Pennsylvania",155027,200.73439178
"42119","Union County, Pennsylvania",44923,142.18097912
"42127","Wayne County, Pennsylvania",51361,70.784131107
"42009","Bedford County, Pennsylvania",47888,47.306013177
"42089","Monroe County, Pennsylvania",170271,279.9324603
"42061","Huntingdon County, Pennsylvania",45144,51.613688264
"42125","Washington County, Pennsylvania",206865,241.38631598
"42101","Philadelphia County, Pennsylvania",1584064,11796.782748
"42133","York County, Pennsylvania",449058,496.54394588
"42063","Indiana County, Pennsylvania",84073,101.6217853
"42041","Cumberland County, Pennsylvania",253370,464.49105414
"42003","Allegheny County, Pennsylvania",1216045,1665.5479101
"42129","Westmoreland County, Pennsylvania",348899,339.3825051
"42053","Forest County, Pennsylvania",7247,16.961175813
"42013","Blair County, Pennsylvania",121829,231.70158614
"42073","Lawrence County, Pennsylvania",85512,239.37776967
"42015","Bradford County, Pennsylvania",60323,52.573032394
"42021","Cambria County, Pennsylvania",130192,189.13291868
"42029","Chester County, Pennsylvania",524989,699.4921241
"42011","Berks County, Pennsylvania",421164,491.78051037
"42111","Somerset County, Pennsylvania",73447,68.363626408
"42087","Mifflin County, Pennsylvania",46138,112.24554929
"29129","Mercer County, Missouri",3617,7.96985334
"29123","Madison County, Missouri",12088,24.450448455
"29229","Wright County, Missouri",18289,26.825578604
"29047","Clay County, Missouri",249948,628.53851175
"29217","Vernon County, Missouri",20563,24.882881679
"29065","Dent County, Missouri",15573,20.687849425
"29195","Saline County, Missouri",22761,30.127358442
"29147","Nodaway County, Missouri",22092,25.19145179
"29227","Worth County, Missouri",2013,7.5498265512
"29041","Chariton County, Missouri",7426,9.8858060775
"29079","Grundy County, Missouri",9850,22.628482873
"29141","Morgan County, Missouri",20627,34.514395664
"29223","Wayne County, Missouri",12873,16.9563298
"29179","Reynolds County, Missouri",6270,7.755320204
"29189","St. Louis County, Missouri",994205,1959.2565868
"29201","Scott County, Missouri",38280,91.144708953
"29209","Stone County, Missouri",31952,68.879713742
"29009","Barry County, Missouri",35789,45.996873574
"29011","Barton County, Missouri",11754,19.853718018
"29019","Boone County, Missouri",180463,263.23792216
"29039","Cedar County, Missouri",14349,30.242182817
"29051","Cole County, Missouri",76745,196.00416998
"29055","Crawford County, Missouri",23920,32.216496676
"29073","Gasconade County, Missouri",14706,28.334995611
"29093","Iron County, Missouri",10125,18.400244116
"29117","Livingston County, Missouri",15227,28.60590525
"29121","Macon County, Missouri",15117,18.867769507
"29135","Moniteau County, Missouri",16132,38.869666034
"29149","Oregon County, Missouri",10529,13.331281979
"29155","Pemiscot County, Missouri",15805,32.083799368
"29159","Pettis County, Missouri",42339,62.060204177
"29186","Ste. Genevieve County, Missouri",17894,35.848721732
"29203","Shannon County, Missouri",8166,8.1349161498
"29175","Randolph County, Missouri",24748,51.268681755
"29067","Douglas County, Missouri",13185,16.205291803
"29069","Dunklin County, Missouri",29131,53.83678693
"29071","Franklin County, Missouri",103967,112.68290408
"29083","Henry County, Missouri",21824,31.313821239
"29089","Howard County, Missouri",10001,21.563161223
"29095","Jackson County, Missouri",703011,1162.931543
"29109","Lawrence County, Missouri",38355,62.698438166
"29131","Miller County, Missouri",25619,43.231385744
"29169","Pulaski County, Missouri",52607,96.154009665
"29171","Putnam County, Missouri",4696,9.0776127673
"29213","Taney County, Missouri",55928,88.441821947
"29215","Texas County, Missouri",25398,21.573721249
"29021","Buchanan County, Missouri",87364,213.99931143
"29025","Caldwell County, Missouri",9020,21.154235866
"29027","Callaway County, Missouri",44743,53.612240095
"29037","Cass County, Missouri",105780,151.84868186
"29049","Clinton County, Missouri",20387,48.661263911
"29053","Cooper County, Missouri",17709,31.357063255
"29059","Dallas County, Missouri",16878,31.200586164
"29075","Gentry County, Missouri",6571,13.371403179
"29085","Hickory County, Missouri",9544,23.931304507
"29113","Lincoln County, Missouri",59013,94.184155997
"29133","Mississippi County, Missouri",13180,32.022690754
"29137","Monroe County, Missouri",8644,13.346540623
"29145","Newton County, Missouri",58236,93.214223988
"29153","Ozark County, Missouri",9174,12.314564686
"29163","Pike County, Missouri",18302,27.298538048
"29183","St. Charles County, Missouri",402022,717.24099366
"29017","Bollinger County, Missouri",12133,19.635728617
"29031","Cape Girardeau County, Missouri",78871,136.32740613
"51065","Fluvanna County, Virginia",27270,94.978596256
"51007","Amelia County, Virginia",13145,36.990608718
"51750","Radford city, Virginia",18249,1885.9311257
"51840","Winchester city, Virginia",28078,3054.3143844
"51001","Accomack County, Virginia",32316,71.923561531
"51045","Craig County, Virginia",5131,15.638609565
"51063","Floyd County, Virginia",15749,41.344329308
"51071","Giles County, Virginia",16720,46.80539791
"51077","Grayson County, Virginia",15550,35.198087218
"51135","Nottoway County, Virginia",15232,48.449422448
"51157","Rappahannock County, Virginia",7370,27.668047536
"51036","Charles City County, Virginia",6963,38.069761966
"51047","Culpeper County, Virginia",52605,138.73110888
"51053","Dinwiddie County, Virginia",28544,56.64794257
"51079","Greene County, Virginia",19819,127.09930386
"51085","Hanover County, Virginia",107766,230.32549044
"51111","Lunenburg County, Virginia",12196,28.251103096
"51137","Orange County, Virginia",37051,108.61835795
"51595","Emporia city, Virginia",5346,774.34264693
"51197","Wythe County, Virginia",28684,62.096785122
"51550","Chesapeake city, Virginia",244835,723.2717246
"51570","Colonial Heights city, Virginia",17370,2310.0156938
"51660","Harrisonburg city, Virginia",53016,3057.5760128
"51003","Albemarle County, Virginia",109330,151.74823151
"51021","Bland County, Virginia",6280,17.559027043
"51019","Bedford County, Virginia",78997,103.93210864
"51023","Botetourt County, Virginia",33419,61.741048975
"51029","Buckingham County, Virginia",17148,29.584770513
"51195","Wise County, Virginia",37383,92.660763644
"51520","Bristol city, Virginia",16762,1299.0170625
"51580","Covington city, Virginia",5538,1012.6739301
"51740","Portsmouth city, Virginia",94398,2834.721871
"51830","Williamsburg city, Virginia",14954,1672.647896
"51810","Virginia Beach city, Virginia",449974,1838.7105589
"51005","Alleghany County, Virginia",14860,33.275919292
"51035","Carroll County, Virginia",29791,62.751656738
"51640","Galax city, Virginia",6347,770.60731623
"51191","Washington County, Virginia",53740,95.765776812
"51193","Westmoreland County, Virginia",18015,78.556408503
"51133","Northumberland County, Virginia",12095,63.178969227
"51139","Page County, Virginia",23902,77.098095864
"51155","Pulaski County, Virginia",34027,106.38817573
"51187","Warren County, Virginia",40164,187.21489164
"51510","Alexandria city, Virginia",159428,10675.366948
"51590","Danville city, Virginia",40044,935.66625274
"51630","Fredericksburg city, Virginia",29036,2778.3805955
"47031","Coffee County, Tennessee",56520,131.75945428
"47047","Fayette County, Tennessee",41133,58.363280283
"47067","Hancock County, Tennessee",6620,29.776382237
"47073","Hawkins County, Tennessee",56786,116.59066506
"47091","Johnson County, Tennessee",17788,59.603257748
"47103","Lincoln County, Tennessee",34366,60.255063763
"47111","Macon County, Tennessee",24602,80.099329604
"47127","Moore County, Tennessee",6488,50.207956065
"47147","Robertson County, Tennessee",71813,150.76809409
"47051","Franklin County, Tennessee",42208,76.119714867
"47009","Blount County, Tennessee",133088,238.15910556
"47021","Cheatham County, Tennessee",40667,134.42534173
"47019","Carter County, Tennessee",56391,165.24432053
"47057","Grainger County, Tennessee",23320,83.111614359
"47055","Giles County, Tennessee",29464,48.228005745
"47097","Lauderdale County, Tennessee",25633,54.31098689
"47099","Lawrence County, Tennessee",44142,71.527887217
"47113","Madison County, Tennessee",97984,175.85889251
"47115","Marion County, Tennessee",28907,58.016552538
"47133","Overton County, Tennessee",22241,51.307400519
"47137","Pickett County, Tennessee",5048,30.973353462
"47165","Sumner County, Tennessee",191283,361.28118154
"47181","Wayne County, Tennessee",16673,22.711881161
"47169","Trousdale County, Tennessee",11284,98.686671503
"47187","Williamson County, Tennessee",238412,409.03186847
"47003","Bedford County, Tennessee",49713,104.95964575
"47027","Clay County, Tennessee",7615,32.193754529
"47059","Greene County, Tennessee",69069,111.01328032
"47035","Cumberland County, Tennessee",60520,88.825806199
"47157","Shelby County, Tennessee",937166,1227.364354
"47175","Van Buren County, Tennessee",5872,21.47648435
"47025","Claiborne County, Tennessee",31959,73.536559547
"47077","Henderson County, Tennessee",28117,54.070230938
"47081","Hickman County, Tennessee",25178,41.108051519
"47085","Humphreys County, Tennessee",18582,35.010003502
"47089","Jefferson County, Tennessee",54495,198.11124463
"47141","Putnam County, Tennessee",80245,200.05917162
"47153","Sequatchie County, Tennessee",15026,56.520385722
"47155","Sevier County, Tennessee",98250,165.82597205
"47161","Stewart County, Tennessee",13715,29.829738111
"47017","Carroll County, Tennessee",27767,46.459712983
"47023","Chester County, Tennessee",17297,60.534846847
"47039","Decatur County, Tennessee",11663,34.931930106
"47037","Davidson County, Tennessee",694144,1378.7692334
"47087","Jackson County, Tennessee",11786,38.188431633
"47109","McNairy County, Tennessee",25694,45.650486401
"47135","Perry County, Tennessee",8076,19.471410669
"47145","Roane County, Tennessee",53382,147.97193587
"47011","Bradley County, Tennessee",108110,328.83989693
"47121","Meigs County, Tennessee",12422,63.658447919
"47063","Hamblen County, Tennessee",64934,402.84412486
"47075","Haywood County, Tennessee",17304,32.458755597
"47173","Union County, Tennessee",19972,89.328927243
"47071","Hardin County, Tennessee",25652,44.432267403
"47125","Montgomery County, Tennessee",208993,387.62353335
"47043","Dickson County, Tennessee",53948,110.12082279
"47129","Morgan County, Tennessee",21403,40.987789835
"47061","Grundy County, Tennessee",13427,37.251271703
"47123","Monroe County, Tennessee",46545,73.209525718
"47079","Henry County, Tennessee",32345,57.563381912
"47029","Cocke County, Tennessee",36004,82.552409907
"47033","Crockett County, Tennessee",14230,53.59129453
"47041","DeKalb County, Tennessee",20490,67.309450223
"47095","Lake County, Tennessee",7016,42.319864
"47093","Knox County, Tennessee",470313,925.21884364
"47101","Lewis County, Tennessee",12268,43.48936748
"47107","McMinn County, Tennessee",53794,125.06836258
"47117","Marshall County, Tennessee",34375,91.553849178
"47131","Obion County, Tennessee",30069,55.187923342
"47143","Rhea County, Tennessee",33167,105.16422054
"47151","Scott County, Tennessee",22068,41.457777877
"47167","Tipton County, Tennessee",61599,134.3756967
"47001","Anderson County, Tennessee",76978,228.28363229
"47045","Dyer County, Tennessee",37159,72.526396216
"47049","Fentress County, Tennessee",18523,37.14861942
"47053","Gibson County, Tennessee",49133,81.51538059
"47065","Hamilton County, Tennessee",367804,678.14667411
"47069","Hardeman County, Tennessee",25050,37.51442128
"47105","Loudon County, Tennessee",54068,235.82484295
"47139","Polk County, Tennessee",16832,38.729386759
"47149","Rutherford County, Tennessee",332285,536.57837086
"47159","Smith County, Tennessee",20157,64.133993695
"47185","White County, Tennessee",27345,72.595115378
"47189","Wilson County, Tennessee",144657,253.30079531
"47163","Sullivan County, Tennessee",158348,383.02309985
"47171","Unicoi County, Tennessee",17883,96.112207583
"47179","Washington County, Tennessee",129375,396.25984285
"47183","Weakley County, Tennessee",33328,57.427096917
"47005","Benton County, Tennessee",16160,40.98337614
"47007","Bledsoe County, Tennessee",15064,37.06433432
"47013","Campbell County, Tennessee",39842,82.971393082
"47015","Cannon County, Tennessee",14678,55.25619499
"47083","Houston County, Tennessee",8201,40.944879201
"47119","Maury County, Tennessee",96387,157.20258709
"48373","Polk County, Texas",51353,48.5816704
"48391","Refugio County, Texas",6948,9.0177027379
"48467","Van Zandt County, Texas",56590,67.163501378
"48055","Caldwell County, Texas",43664,80.082153069
"48487","Wilbarger County, Texas",12769,13.151093865
"48317","Martin County, Texas",5771,6.3074083925
"48383","Reagan County, Texas",3849,3.2748695632
"48501","Yoakum County, Texas",8713,10.89513022
"48189","Hale County, Texas",33406,33.250384565
"48419","Shelby County, Texas",25274,31.767655706
"48387","Red River County, Texas",12023,11.517649526
"48399","Runnels County, Texas",10264,9.7652845149
"48407","San Jacinto County, Texas",28859,50.697163261
"48435","Sutton County, Texas",3776,2.5970895709
"48451","Tom Green County, Texas",119200,78.317929694
"48459","Upshur County, Texas",41753,71.619969175
"48469","Victoria County, Texas",92084,104.39103856
"48473","Waller County, Texas",55246,107.63803501
"48481","Wharton County, Texas",41556,38.259883776
"48485","Wichita County, Texas",132230,210.69366196
"48493","Wilson County, Texas",51070,63.540878886
"48033","Borden County, Texas",654,0.7287372551
"48219","Hockley County, Texas",23021,25.342588379
"48315","Marion County, Texas",9854,25.871391119
"48323","Maverick County, Texas",58722,45.895486045
"48329","Midland County, Texas",176832,196.40196428
"48181","Grayson County, Texas",136212,146.01970466
"48297","Live Oak County, Texas",12207,11.740946169
"48299","Llano County, Texas",21795,23.333797622
"48363","Palo Pinto County, Texas",29189,30.643040382
"48147","Fannin County, Texas",35514,39.865984721
"48255","Karnes County, Texas",15601,20.870985987
"48123","DeWitt County, Texas",20160,22.17879403
"48041","Brazos County, Texas",229211,391.05281168
"48059","Callahan County, Texas",13943,15.503036229
"48067","Cass County, Texas",30026,32.045993415
"47177","Warren County, Tennessee",41277,95.399882595
"48165","Gaines County, Texas",21492,14.305452668
"48183","Gregg County, Texas",123945,453.37909142
"48179","Gray County, Texas",21886,23.635651549
"48313","Madison County, Texas",14284,30.648067902
"48303","Lubbock County, Texas",310569,346.7721136
"48237","Jack County, Texas",8935,9.8085490643
"48257","Kaufman County, Texas",136154,174.40218792
"48259","Kendall County, Texas",47431,71.598945495
"48035","Bosque County, Texas",18685,19.008512137
"48153","Floyd County, Texas",5712,5.7572372388
"48029","Bexar County, Texas",2003554,1615.3697451
"48017","Bailey County, Texas",7000,8.4646169484
"48071","Chambers County, Texas",43837,73.410033896
"48023","Baylor County, Texas",3509,4.0450468041
"48027","Bell County, Texas",362924,345.18530708
"48061","Cameron County, Texas",423163,474.58866969
"48121","Denton County, Texas",887207,1008.6743153
"48117","Deaf Smith County, Texas",18546,12.390252256
"48167","Galveston County, Texas",342139,902.97670615
"48141","El Paso County, Texas",839238,828.26593589
"48283","La Salle County, Texas",7520,5.0581686572
"48393","Roberts County, Texas",854,0.9241846788
"48443","Terrell County, Texas",776,0.3290983741
"48457","Tyler County, Texas",21672,23.444653034
"48463","Uvalde County, Texas",26741,17.230907221
"48483","Wheeler County, Texas",5056,5.5285053719
"48037","Bowie County, Texas",93245,105.36134777
"48009","Archer County, Texas",8553,9.4687283505
"48043","Brewster County, Texas",9203,1.4882525732
"48263","Kent County, Texas",762,0.8443148759
"48215","Hidalgo County, Texas",868707,553.02896385
"48423","Smith County, Texas",232751,252.58577796
"48425","Somervell County, Texas",9128,48.95219302
"48105","Crockett County, Texas",3464,1.2339153571
"48199","Hardin County, Texas",57602,64.678613345
"48207","Haskell County, Texas",5658,6.2648575269
"48227","Howard County, Texas",36664,40.701983212
"48289","Leon County, Texas",17404,16.217581225
"48333","Mills County, Texas",4873,6.5128365613
"48337","Montague County, Texas",19818,21.288944603
"48351","Newton County, Texas",13595,14.560708064
"48365","Panola County, Texas",23194,28.586730602
"48389","Reeves County, Texas",15976,6.0621844896
"48403","Sabine County, Texas",10542,21.439459374
"48421","Sherman County, Texas",3022,3.2746038482
"48437","Swisher County, Texas",7397,8.3097457203
"48231","Hunt County, Texas",98594,117.31580879
"48063","Camp County, Texas",13094,66.858100108
"48195","Hansford County, Texas",5399,5.8696910124
"48187","Guadalupe County, Texas",166847,234.58186897
"48077","Clay County, Texas",10471,9.6173804321
"48205","Hartley County, Texas",5576,3.814081359
"48217","Hill County, Texas",36649,38.22157088
"05093","Mississippi County, Arkansas",40651,45.138878247
"05115","Pope County, Arkansas",64072,78.856275223
"05117","Prairie County, Arkansas",8062,12.443872702
"05139","Union County, Arkansas",38682,37.220922658
"05147","Woodruff County, Arkansas",6320,10.770528812
"05023","Cleburne County, Arkansas",24919,45.00446495
"05025","Cleveland County, Arkansas",7956,13.309272715
"05067","Jackson County, Arkansas",16719,26.377455852
"05057","Hempstead County, Arkansas",21532,29.596390322
"05135","Sharp County, Arkansas",17442,28.858136858
"05137","Stone County, Arkansas",12506,20.620908233
"05143","Washington County, Arkansas",239187,253.92016704
"05005","Baxter County, Arkansas",41932,75.655216879
"05003","Ashley County, Arkansas",19657,21.24256434
"05031","Craighead County, Arkansas",110332,155.98965575
"05055","Greene County, Arkansas",45325,78.45926416
"05073","Lafayette County, Arkansas",6624,12.538444942
"05105","Perry County, Arkansas",10455,18.955371284
"05107","Phillips County, Arkansas",17782,25.562499158
"05111","Poinsett County, Arkansas",23528,31.024751005
"05133","Sevier County, Arkansas",17007,30.084666463
"05149","Yell County, Arkansas",21341,22.944738637
"05013","Calhoun County, Arkansas",5189,8.25531362
"05019","Clark County, Arkansas",22320,25.77136629
"05011","Bradley County, Arkansas",10763,16.577959308
"05075","Lawrence County, Arkansas",16406,27.919679211
"05095","Monroe County, Arkansas",6701,11.037114769
"05113","Polk County, Arkansas",19964,23.282172074
"05029","Conway County, Arkansas",20846,37.745621651
"05103","Ouachita County, Arkansas",23382,31.908498886
"05101","Newton County, Arkansas",7753,9.4444614151
"05001","Arkansas County, Arkansas",17486,17.68383354
"05081","Little River County, Arkansas",12259,23.032572119
"05085","Lonoke County, Arkansas",73309,95.03693678
"05015","Carroll County, Arkansas",28380,45.043997291
"05091","Miller County, Arkansas",43257,69.13026714
"05123","St. Francis County, Arkansas",24994,39.375552191
"05119","Pulaski County, Arkansas",391911,516.73581324
"05145","White County, Arkansas",78753,76.084445421
"06047","Merced County, California",277680,143.42146144
"06033","Lake County, California",64386,51.241878985
"06043","Mariposa County, California",17203,11.873656028
"06049","Modoc County, California",8841,2.2394002959
"06115","Yuba County, California",78668,124.47153319
"06013","Contra Costa County, California",1153526,1608.6423209
"06027","Inyo County, California",18039,1.7690113294
"06035","Lassen County, California",30573,6.7323831967
"06099","Stanislaus County, California",550660,368.08392539
"06083","Santa Barbara County, California",446499,163.24346466
"06097","Sonoma County, California",494336,313.74622239
"06103","Tehama County, California",65084,22.068830947
"06025","Imperial County, California",181215,43.399192677
"06051","Mono County, California",14444,4.7373118689
"06069","San Benito County, California",62808,45.229486087
"06001","Alameda County, California",1671329,2266.8038359
"06067","Sacramento County, California",1552058,1607.9350016
"06017","El Dorado County, California",192843,112.91594941
"06055","Napa County, California",137744,184.08552018
"06053","Monterey County, California",434061,132.2662889
"06075","San Francisco County, California",881549,18795.223512
"06091","Sierra County, California",3005,3.1526435038
"06073","San Diego County, California",3338330,792.91438376
"06107","Tulare County, California",466195,96.634667469
"06113","Yolo County, California",220500,217.29866745
"06023","Humboldt County, California",135558,37.99127697
"06057","Nevada County, California",99755,104.15446736
"06003","Alpine County, California",1129,1.5291051379
"06039","Madera County, California",157327,73.62298192
"06045","Mendocino County, California",86749,24.740481573
"06087","Santa Cruz County, California",273213,613.82863485
"06105","Trinity County, California",12285,3.8640974347
"06037","Los Angeles County, California",10039107,2473.5073498
"06065","Riverside County, California",2470546,342.703209
"06071","San Bernardino County, California",2180085,108.63552451
"06085","Santa Clara County, California",1927852,1493.2046662
"06041","Marin County, California",258826,497.3152999
"06061","Placer County, California",398329,283.09018519
"06093","Siskiyou County, California",43539,6.9343223736
"06089","Shasta County, California",180080,47.697443513
"06095","Solano County, California",447643,544.70103033
"06015","Del Norte County, California",27812,27.639863872
"06011","Colusa County, California",21547,18.724913044
"06021","Glenn County, California",28393,21.608599947
"06007","Butte County, California",219186,133.93669839
